stamp,x,y,yaw,v,w,collisions,blocked_commands,distance,quality_enabled,top_blocked,all_blocked,reset_sequence,evidence
1789808718.7099204,-4.3,0.0,0.0,0.0,0.0,0,0,0.0,True,False,False,4,synthetic_2d_kinematics_ideal_odometry
1789808718.7348685,-4.3,0.0,0.0,0.0,0.0,0,0,0.0,True,False,False,4,synthetic_2d_kinematics_ideal_odometry
1789808718.7598715,-4.3,0.0,0.0,0.0,0.0,0,0,0.0,True,False,False,4,synthetic_2d_kinematics_ideal_odometry
1789808718.7850728,-4.284884303496377,0.00016661999069827083,0.022045063249969132,0.5999999999999999,0.875,0,0,0.015116614799978436,True,False,False,4,synthetic_2d_kinematics_ideal_odometry
1789808718.8122406,-4.268583048132743,0.0007200684761685557,0.04583142462500689,0.5999999999999999,0.875,0,0,0.03142726260000448,True,False,False,4,synthetic_2d_kinematics_ideal_odometry
1789808718.8347797,-4.255081381258206,0.0014536922509144235,0.06273340362497493,0.5999999999999999,0.75,0,0,0.04494884579997902,True,False,False,4,synthetic_2d_kinematics_ideal_odometry
1789808718.8598483,-4.240076416175939,0.002537971177639369,0.08153851587499616,0.5999999999999999,0.75,0,0,0.05999293559999634,True,False,False,4,synthetic_2d_kinematics_ideal_odometry
1789808718.8849242,-4.225092795626083,0.0039043827022078167,0.10034576037497799,0.5999999999999999,0.75,0,0,0.07503873119998167,True,False,False,4,synthetic_2d_kinematics_ideal_odometry
1789808718.9099925,-4.210152795693189,0.005550508147064983,0.11913377712498628,0.5999999999999999,0.75,0,0,0.09006914459998837,True,False,False,4,synthetic_2d_kinematics_ideal_odometry
1789808718.9348788,-4.195364869619189,0.0074605788342489415,0.13777224237497876,0.5999999999999999,0.75,0,0,0.10497991679998267,True,False,False,4,synthetic_2d_kinematics_ideal_odometry
1789808718.959841,-4.1805292102654885,0.00963576901739304,0.15339127737498615,0.5999999999999999,0.625,0,0,0.1199741903999901,True,False,False,4,synthetic_2d_kinematics_ideal_odometry
1789808718.9850764,-4.1655819844707604,0.012067558286006164,0.16916601675000464,0.5999999999999999,0.625,0,0,0.13511794020000747,True,False,False,4,synthetic_2d_kinematics_ideal_odometry
1789808719.0100424,-4.150835034657277,0.014704894651984548,0.18477114549999385,0.5999999999999999,0.625,0,0,0.15009886379999673,True,False,False,4,synthetic_2d_kinematics_ideal_odometry
