series,seed,mode,event,time_s,source_as_of,reason,route_changed,cumulative_route_changes,update_ms,success,length_m,latent_quality_mean,synthetic_low_quality_exposure_m,normalized_cost_integral,unknown_exposure_m,collision_cells,valid_path,route
quality_change,101,geometric,quality_recovers,4.0,404.0,held_hysteresis,False,0,0.46075999989625416,True,38.0,0.9009235332132979,0.0,0.0,0.0,0,True,direct
quality_change,101,linear,initial,0.0,400.0,blocked_or_initial,False,0,0.9881829996629676,True,38.0,0.9009235332132979,0.0,2.9841269841269855,0.0,0,True,direct
quality_change,101,linear,quality_deteriorates,2.0,402.0,quality_improvement,True,1,2.2384200001397403,True,56.48528137423856,0.9020996000398159,0.0,4.388941425910107,0.0,0,True,detour
quality_change,101,linear,quality_recovers,4.0,404.0,quality_improvement,True,2,1.3095069998598774,True,38.0,0.9009235332132979,0.0,2.9841269841269855,0.0,0,True,direct
quality_change,101,nonlinear,initial,0.0,400.0,blocked_or_initial,False,0,7.256343999870296,True,38.0,0.9009235332132979,0.0,0.2936507936507935,0.0,0,True,direct
quality_change,101,nonlinear,quality_deteriorates,2.0,402.0,quality_improvement,True,1,2.211097999861522,True,56.48528137423856,0.900996869559616,0.0,0.45623239185903586,0.0,0,True,detour
quality_change,101,nonlinear,quality_recovers,4.0,404.0,quality_improvement,True,2,0.942907000080595,True,38.0,0.9009235332132979,0.0,0.2936507936507935,0.0,0,True,direct
quality_change,101,full,initial,0.0,400.0,blocked_or_initial,False,0,1.0555329999988317,True,38.0,0.9009235332132979,0.0,0.4285714285714288,0.0,0,True,direct
quality_change,101,full,quality_deteriorates,2.0,402.0,quality_improvement,True,1,12.13101600023947,True,56.48528137423857,0.9012559389076762,0.0,0.6357666802999858,0.0,0,True,detour
quality_change,101,full,quality_recovers,4.0,404.0,quality_improvement,True,2,0.7207349999589496,True,38.0,0.9009235332132979,0.0,0.4285714285714288,0.0,0,True,direct
quality_change,101,no_variance,initial,0.0,400.0,blocked_or_initial,False,0,0.8907890000955376,True,38.0,0.9009235332132979,0.0,0.2936507936507935,0.0,0,True,direct
quality_change,101,no_variance,quality_deteriorates,2.0,402.0,quality_improvement,True,1,2.328191999822593,True,56.48528137423856,0.900996869559616,0.0,0.45623239185903586,0.0,0,True,detour
quality_change,101,no_variance,quality_recovers,4.0,404.0,quality_improvement,True,2,1.1059280000154104,True,38.0,0.9009235332132979,0.0,0.2936507936507935,0.0,0,True,direct
quality_change,101,no_count,initial,0.0,400.0,blocked_or_initial,False,0,1.1262779999015038,True,38.0,0.9009235332132979,0.0,0.4285714285714288,0.0,0,True,direct
quality_change,101,no_count,quality_deteriorates,2.0,402.0,quality_improvement,True,1,8.691624000221054,True,56.48528137423857,0.9012559389076762,0.0,0.6357666802999858,0.0,0,True,detour
quality_change,101,no_count,quality_recovers,4.0,404.0,quality_improvement,True,2,1.839398999891273,True,38.0,0.9009235332132979,0.0,0.4285714285714288,0.0,0,True,direct
quality_change,101,no_age,initial,0.0,400.0,blocked_or_initial,False,0,0.6811960001869011,True,38.0,0.9009235332132979,0.0,0.4285714285714288,0.0,0,True,direct
quality_change,101,no_age,quality_deteriorates,2.0,402.0,quality_improvement,True,1,1.766481000231579,True,56.48528137423857,0.9012559389076762,0.0,0.6357666802999858,0.0,0,True,detour
quality_change,101,no_age,quality_recovers,4.0,404.0,quality_improvement,True,2,1.113022000026831,True,38.0,0.9009235332132979,0.0,0.4285714285714288,0.0,0,True,direct
quality_change,102,geometric,initial,0.0,400.0,blocked_or_initial,False,0,0.5454480001390039,True,38.0,0.8990472561589457,0.0,0.0,0.0,0,True,direct
quality_change,102,geometric,quality_deteriorates,2.0,402.0,held_hysteresis,False,0,0.6177889999889885,True,38.0,0.295069416936682,27.0,0.0,0.0,0,True,direct
quality_change,102,geometric,quality_recovers,4.0,404.0,held_hysteresis,False,0,0.6098630001361016,True,38.0,0.8990472561589457,0.0,0.0,0.0,0,True,direct
quality_change,102,linear,initial,0.0,400.0,blocked_or_initial,False,0,3.2522779997634643,True,38.0,0.8990472561589457,0.0,3.0575396825396837,0.0,0,True,direct
quality_change,102,linear,quality_deteriorates,2.0,402.0,quality_improvement,True,1,1.91166600006909,True,56.48528137423856,0.9001704312092221,0.0,4.502999523874866,0.0,0,True,detour
quality_change,102,linear,quality_recovers,4.0,404.0,quality_improvement,True,2,1.212766000207921,True,38.0,0.8990472561589457,0.0,3.0575396825396837,0.0,0,True,direct
quality_change,102,nonlinear,initial,0.0,400.0,blocked_or_initial,False,0,0.8209749998968618,True,38.0,0.8990472561589457,0.0,0.3035714285714285,0.0,0,True,direct
quality_change,102,nonlinear,quality_deteriorates,2.0,402.0,quality_improvement,True,1,3.844428999855154,True,56.48528137423856,0.8995214922017276,0.0,0.4526045602623172,0.0,0,True,detour
quality_change,102,nonlinear,quality_recovers,4.0,404.0,quality_improvement,True,2,0.5435520001810801,True,38.0,0.8990472561589457,0.0,0.3035714285714285,0.0,0,True,direct
quality_change,102,full,initial,0.0,400.0,blocked_or_initial,False,0,0.5342269996617688,True,38.0,0.8990472561589457,0.0,0.4464285714285716,0.0,0,True,direct
quality_change,102,full,quality_deteriorates,2.0,402.0,quality_improvement,True,1,1.9438640001681051,True,56.48528137423856,0.8999106795374221,0.0,0.6592357817379743,0.0,0,True,detour
quality_change,102,full,quality_recovers,4.0,404.0,quality_improvement,True,2,0.8399819998885505,True,38.0,0.8990472561589457,0.0,0.4464285714285716,0.0,0,True,direct
quality_change,102,no_variance,initial,0.0,400.0,blocked_or_initial,False,0,0.6424079997486842,True,38.0,0.8990472561589457,0.0,0.3035714285714285,0.0,0,True,direct
quality_change,102,no_variance,quality_deteriorates,2.0,402.0,quality_improvement,True,1,2.0641170003727893,True,56.48528137423856,0.8995214922017276,0.0,0.4526045602623172,0.0,0,True,detour
quality_change,102,no_variance,quality_recovers,4.0,404.0,quality_improvement,True,2,0.6094259997553308,True,38.0,0.8990472561589457,0.0,0.3035714285714285,0.0,0,True,direct
quality_change,102,no_count,initial,0.0,400.0,blocked_or_initial,False,0,0.6153310000627243,True,38.0,0.8990472561589457,0.0,0.4464285714285716,0.0,0,True,direct
quality_change,102,no_count,quality_deteriorates,2.0,402.0,quality_improvement,True,1,9.716149999803747,True,56.48528137423856,0.8999106795374221,0.0,0.6592357817379743,0.0,0,True,detour
quality_change,102,no_count,quality_recovers,4.0,404.0,quality_improvement,True,2,0.8772589999352931,True,38.0,0.8990472561589457,0.0,0.4464285714285716,0.0,0,True,direct
quality_change,102,no_age,initial,0.0,400.0,blocked_or_initial,False,0,0.8131050003612472,True,38.0,0.8990472561589457,0.0,0.4464285714285716,0.0,0,True,direct
quality_change,102,no_age,quality_deteriorates,2.0,402.0,quality_improvement,True,1,2.431060000162688,True,56.48528137423856,0.8999106795374221,0.0,0.6592357817379743,0.0,0,True,detour
quality_change,102,no_age,quality_recovers,4.0,404.0,quality_improvement,True,2,1.1689069997373736,True,38.0,0.8990472561589457,0.0,0.4464285714285716,0.0,0,True,direct
quality_change,103,geometric,initial,0.0,400.0,blocked_or_initial,False,0,0.5421199998636439,True,38.0,0.8999272004092669,0.0,0.0,0.0,0,True,direct
quality_change,103,geometric,quality_deteriorates,2.0,402.0,held_hysteresis,False,0,11.131064999972295,True,38.0,0.2959854444342942,27.0,0.0,0.0,0,True,direct
quality_change,103,geometric,quality_recovers,4.0,404.0,held_hysteresis,False,0,0.3547690002960735,True,38.0,0.8999272004092669,0.0,0.0,0.0,0,True,direct
quality_change,103,linear,initial,0.0,400.0,blocked_or_initial,False,0,0.8031779998418642,True,38.0,0.8999272004092669,0.0,3.023809523809525,0.0,0,True,direct
quality_change,103,linear,quality_deteriorates,2.0,402.0,quality_improvement,True,1,2.329901999928552,True,56.48528137423856,0.9021587731437958,0.0,4.396056081540317,0.0,0,True,detour
quality_change,103,linear,quality_recovers,4.0,404.0,quality_improvement,True,2,1.4453920002779341,True,38.0,0.8999272004092669,0.0,3.023809523809525,0.0,0,True,direct
quality_change,103,nonlinear,initial,0.0,400.0,blocked_or_initial,False,0,0.8265090000350028,True,38.0,0.8999272004092669,0.0,0.30555555555555536,0.0,0,True,direct
quality_change,103,nonlinear,quality_deteriorates,2.0,402.0,quality_improvement,True,1,2.083452000078978,True,56.48528137423856,0.9016783241967313,0.0,0.4347474174051742,0.0,0,True,detour
quality_change,103,nonlinear,quality_recovers,4.0,404.0,quality_improvement,True,2,8.645594999961759,True,38.0,0.8999272004092669,0.0,0.30555555555555536,0.0,0,True,direct
quality_change,103,full,initial,0.0,400.0,blocked_or_initial,False,0,0.6243990001166821,True,38.0,0.8999272004092669,0.0,0.44444444444444475,0.0,0,True,direct
quality_change,103,full,quality_deteriorates,2.0,402.0,quality_improvement,True,1,1.4545700000780926,True,56.48528137423856,0.9020108984359384,0.0,0.6223592213458575,0.0,0,True,detour
quality_change,103,full,quality_recovers,4.0,404.0,quality_improvement,True,2,0.6992540002102032,True,38.0,0.8999272004092669,0.0,0.44444444444444475,0.0,0,True,direct
quality_change,103,no_variance,initial,0.0,400.0,blocked_or_initial,False,0,0.6908119999025075,True,38.0,0.8999272004092669,0.0,0.30555555555555536,0.0,0,True,direct
quality_change,103,no_variance,quality_deteriorates,2.0,402.0,quality_improvement,True,1,1.991704999909416,True,56.48528137423856,0.9016783241967313,0.0,0.43871567137342815,0.0,0,True,detour
quality_change,103,no_variance,quality_recovers,4.0,404.0,quality_improvement,True,2,0.8172129996637523,True,38.0,0.8999272004092669,0.0,0.30555555555555536,0.0,0,True,direct
quality_change,103,no_count,initial,0.0,400.0,blocked_or_initial,False,0,10.894049000398809,True,38.0,0.8999272004092669,0.0,0.44444444444444475,0.0,0,True,direct
quality_change,103,no_count,quality_deteriorates,2.0,402.0,quality_improvement,True,1,1.768432000062603,True,56.48528137423856,0.9020108984359384,0.0,0.6223592213458575,0.0,0,True,detour
quality_change,103,no_count,quality_recovers,4.0,404.0,quality_improvement,True,2,0.9197620001941686,True,38.0,0.8999272004092669,0.0,0.44444444444444475,0.0,0,True,direct
quality_change,103,no_age,initial,0.0,400.0,blocked_or_initial,False,0,0.9914100000969484,True,38.0,0.8999272004092669,0.0,0.44444444444444475,0.0,0,True,direct
quality_change,103,no_age,quality_deteriorates,2.0,402.0,quality_improvement,True,1,22.631053999703,True,56.48528137423856,0.9020108984359384,0.0,0.6223592213458575,0.0,0,True,detour
quality_change,103,no_age,quality_recovers,4.0,404.0,quality_improvement,True,2,0.9021529999699851,True,38.0,0.8999272004092669,0.0,0.44444444444444475,0.0,0,True,direct
quality_change,104,geometric,initial,0.0,400.0,blocked_or_initial,False,0,0.4553650001071219,True,38.0,0.899212307575023,0.0,0.0,0.0,0,True,direct
quality_change,104,geometric,quality_deteriorates,2.0,402.0,held_hysteresis,False,0,0.48615300011078943,True,38.0,0.29584435033905965,27.0,0.0,0.0,0,True,direct
quality_change,104,geometric,quality_recovers,4.0,404.0,held_hysteresis,False,0,0.5582200001299498,True,38.0,0.899212307575023,0.0,0.0,0.0,0,True,direct
quality_change,104,linear,initial,0.0,400.0,blocked_or_initial,False,0,1.2118770000597578,True,38.0,0.899212307575023,0.0,3.039682539682541,0.0,0,True,direct
quality_change,104,linear,quality_deteriorates,2.0,402.0,quality_improvement,True,1,2.1318139997674734,True,56.48528137423856,0.9002400352592081,0.0,4.483498676405131,0.0,0,True,detour
quality_change,104,linear,quality_recovers,4.0,404.0,quality_improvement,True,2,2.731512000082148,True,38.0,0.899212307575023,0.0,3.039682539682541,0.0,0,True,direct
quality_change,104,nonlinear,initial,0.0,400.0,blocked_or_initial,False,0,0.5124389999764389,True,38.0,0.899212307575023,0.0,0.31746031746031733,0.0,0,True,direct
quality_change,104,nonlinear,quality_deteriorates,2.0,402.0,quality_improvement,True,1,1.462093999634817,True,56.48528137423856,0.8998518751352786,0.0,0.447474031616232,0.0,0,True,detour
quality_change,104,nonlinear,quality_recovers,4.0,404.0,quality_improvement,True,2,0.7089420000738755,True,38.0,0.899212307575023,0.0,0.31746031746031733,0.0,0,True,direct
quality_change,104,full,initial,0.0,400.0,blocked_or_initial,False,0,0.8961439998529386,True,38.0,0.899212307575023,0.0,0.4484126984126986,0.0,0,True,direct
quality_change,104,full,quality_deteriorates,2.0,402.0,quality_improvement,True,1,1.8773669999063713,True,56.48528137423856,0.9000128955377767,0.0,0.6405567865745357,0.0,0,True,detour
quality_change,104,full,quality_recovers,4.0,404.0,quality_improvement,True,2,5.645928999911121,True,38.0,0.899212307575023,0.0,0.4484126984126986,0.0,0,True,direct
quality_change,104,no_variance,initial,0.0,400.0,blocked_or_initial,False,0,0.7516860000578163,True,38.0,0.899212307575023,0.0,0.31746031746031733,0.0,0,True,direct
quality_change,104,no_variance,quality_deteriorates,2.0,402.0,quality_improvement,True,1,1.7696300001261989,True,56.48528137423856,0.8998518751352786,0.0,0.447474031616232,0.0,0,True,detour
quality_change,104,no_variance,quality_recovers,4.0,404.0,quality_improvement,True,2,0.6980929997553176,True,38.0,0.899212307575023,0.0,0.31746031746031733,0.0,0,True,direct
quality_change,104,no_count,initial,0.0,400.0,blocked_or_initial,False,0,0.752069000100164,True,38.0,0.899212307575023,0.0,0.4484126984126986,0.0,0,True,direct
quality_change,104,no_count,quality_deteriorates,2.0,402.0,quality_improvement,True,1,10.84428600006504,True,56.48528137423856,0.9000128955377767,0.0,0.6405567865745357,0.0,0,True,detour
quality_change,104,no_count,quality_recovers,4.0,404.0,quality_improvement,True,2,0.5848929999956454,True,38.0,0.899212307575023,0.0,0.4484126984126986,0.0,0,True,direct
quality_change,104,no_age,initial,0.0,400.0,blocked_or_initial,False,0,0.5811480000375013,True,38.0,0.899212307575023,0.0,0.4484126984126986,0.0,0,True,direct
quality_change,104,no_age,quality_deteriorates,2.0,402.0,quality_improvement,True,1,1.853076000315923,True,56.48528137423856,0.9000128955377767,0.0,0.6405567865745357,0.0,0,True,detour
quality_change,104,no_age,quality_recovers,4.0,404.0,quality_improvement,True,2,0.8416609998675995,True,38.0,0.899212307575023,0.0,0.4484126984126986,0.0,0,True,direct
quality_change,105,geometric,initial,0.0,400.0,blocked_or_initial,False,0,0.4798869999831368,True,38.0,0.8998316380828072,0.0,0.0,0.0,0,True,direct
quality_change,105,geometric,quality_deteriorates,2.0,402.0,held_hysteresis,False,0,0.3980850001426006,True,38.0,0.29614081099171424,27.0,0.0,0.0,0,True,direct
quality_change,105,geometric,quality_recovers,4.0,404.0,held_hysteresis,False,0,0.3671909998956835,True,38.0,0.8998316380828072,0.0,0.0,0.0,0,True,direct
quality_change,105,linear,initial,0.0,400.0,blocked_or_initial,False,0,1.0856640001293272,True,38.0,0.8998316380828072,0.0,3.03373015873016,0.0,0,True,direct
quality_change,105,linear,quality_deteriorates,2.0,402.0,quality_improvement,True,1,9.898137000163842,True,56.48528137423857,0.8997863184563398,0.0,4.477804117506146,0.0,0,True,detour
quality_change,105,linear,quality_recovers,4.0,404.0,quality_improvement,True,2,1.1558269998204196,True,38.0,0.8998316380828072,0.0,3.03373015873016,0.0,0,True,direct
quality_change,105,nonlinear,initial,0.0,400.0,blocked_or_initial,False,0,0.7583510000586102,True,38.0,0.8998316380828072,0.0,0.31547619047619035,0.0,0,True,direct
quality_change,105,nonlinear,quality_deteriorates,2.0,402.0,quality_improvement,True,1,2.659073999893735,True,56.48528137423856,0.8989225661423029,0.0,0.44069979835755524,0.0,0,True,detour
quality_change,105,nonlinear,quality_recovers,4.0,404.0,quality_improvement,True,2,2.1514539998861437,True,38.0,0.8998316380828072,0.0,0.31547619047619035,0.0,0,True,direct
quality_change,105,full,initial,0.0,400.0,blocked_or_initial,False,0,2.9572119997283153,True,38.0,0.8998316380828072,0.0,0.45238095238095266,0.0,0,True,direct
quality_change,105,full,quality_deteriorates,2.0,402.0,quality_improvement,True,1,1.7491389999122475,True,56.48528137423857,0.8997863184563398,0.0,0.6420594836239022,0.0,0,True,detour
quality_change,105,full,quality_recovers,4.0,404.0,quality_improvement,True,2,0.8186200002455735,True,38.0,0.8998316380828072,0.0,0.45238095238095266,0.0,0,True,direct
quality_change,105,no_variance,initial,0.0,400.0,blocked_or_initial,False,0,0.8159160001923738,True,38.0,0.8998316380828072,0.0,0.31547619047619035,0.0,0,True,direct
quality_change,105,no_variance,quality_deteriorates,2.0,402.0,quality_improvement,True,1,4.706330999852071,True,56.48528137423856,0.8989225661423029,0.0,0.44069979835755524,0.0,0,True,detour
quality_change,105,no_variance,quality_recovers,4.0,404.0,quality_improvement,True,2,0.6891620000715193,True,38.0,0.8998316380828072,0.0,0.31547619047619035,0.0,0,True,direct
quality_change,105,no_count,initial,0.0,400.0,blocked_or_initial,False,0,0.543920999916736,True,38.0,0.8998316380828072,0.0,0.45238095238095266,0.0,0,True,direct
quality_change,105,no_count,quality_deteriorates,2.0,402.0,quality_improvement,True,1,1.563478999742074,True,56.48528137423857,0.8997863184563398,0.0,0.6420594836239022,0.0,0,True,detour
quality_change,105,no_count,quality_recovers,4.0,404.0,quality_improvement,True,2,0.7960030002323037,True,38.0,0.8998316380828072,0.0,0.45238095238095266,0.0,0,True,direct
quality_change,105,no_age,initial,0.0,400.0,blocked_or_initial,False,0,0.7880289999775414,True,38.0,0.8998316380828072,0.0,0.45238095238095266,0.0,0,True,direct
quality_change,105,no_age,quality_deteriorates,2.0,402.0,quality_improvement,True,1,1.7637150003793067,True,56.48528137423857,0.8997863184563398,0.0,0.6420594836239022,0.0,0,True,detour
quality_change,105,no_age,quality_recovers,4.0,404.0,quality_improvement,True,2,0.9378250001645938,True,38.0,0.8998316380828072,0.0,0.45238095238095266,0.0,0,True,direct
quality_change,106,geometric,initial,0.0,400.0,blocked_or_initial,False,0,9.678385999905004,True,38.0,0.9006907548852595,0.0,0.0,0.0,0,True,direct
quality_change,106,geometric,quality_deteriorates,2.0,402.0,held_hysteresis,False,0,0.4340089999459451,True,38.0,0.2962577468706401,27.0,0.0,0.0,0,True,direct
quality_change,106,geometric,quality_recovers,4.0,404.0,held_hysteresis,False,0,0.46634099999209866,True,38.0,0.9006907548852595,0.0,0.0,0.0,0,True,direct
quality_change,106,linear,initial,0.0,400.0,blocked_or_initial,False,0,1.1838730001727527,True,38.0,0.9006907548852595,0.0,2.988095238095239,0.0,0,True,direct
quality_change,106,linear,quality_deteriorates,2.0,402.0,quality_improvement,True,1,2.6376600003459316,True,56.48528137423857,0.900173616925142,0.0,4.487068100756765,0.0,0,True,detour
quality_change,106,linear,quality_recovers,4.0,404.0,quality_improvement,True,2,1.2061050001648255,True,38.0,0.9006907548852595,0.0,2.988095238095239,0.0,0,True,direct
quality_change,106,nonlinear,initial,0.0,400.0,blocked_or_initial,False,0,0.8969610003077833,True,38.0,0.9006907548852595,0.0,0.3015873015873014,0.0,0,True,direct
quality_change,106,nonlinear,quality_deteriorates,2.0,402.0,quality_improvement,True,1,11.56963400035238,True,56.48528137423856,0.8998652251062051,0.0,0.45951980108421897,0.0,0,True,detour
quality_change,106,nonlinear,quality_recovers,4.0,404.0,quality_improvement,True,2,0.9522020000076736,True,38.0,0.9006907548852595,0.0,0.3015873015873014,0.0,0,True,direct
quality_change,106,full,initial,0.0,400.0,blocked_or_initial,False,0,0.8761639996919257,True,38.0,0.9006907548852595,0.0,0.4325396825396829,0.0,0,True,direct
quality_change,106,full,quality_deteriorates,2.0,402.0,quality_improvement,True,1,11.012897999989946,True,56.48528137423856,0.8995244393107299,0.0,0.6653291702535804,0.0,0,True,detour
quality_change,106,full,quality_recovers,4.0,404.0,quality_improvement,True,2,0.6753679999746964,True,38.0,0.9006907548852595,0.0,0.4325396825396829,0.0,0,True,direct
quality_change,106,no_variance,initial,0.0,400.0,blocked_or_initial,False,0,0.7385509998130146,True,38.0,0.9006907548852595,0.0,0.3015873015873014,0.0,0,True,direct
quality_change,106,no_variance,quality_deteriorates,2.0,402.0,quality_improvement,True,1,1.8382589996690513,True,56.48528137423856,0.8998652251062051,0.0,0.45951980108421897,0.0,0,True,detour
quality_change,106,no_variance,quality_recovers,4.0,404.0,quality_improvement,True,2,0.7893940000940347,True,38.0,0.9006907548852595,0.0,0.3015873015873014,0.0,0,True,direct
quality_change,106,no_count,initial,0.0,400.0,blocked_or_initial,False,0,0.9007419998852129,True,38.0,0.9006907548852595,0.0,0.4325396825396829,0.0,0,True,direct
quality_change,106,no_count,quality_deteriorates,2.0,402.0,quality_improvement,True,1,2.308004000042274,True,56.48528137423856,0.8995244393107299,0.0,0.6653291702535804,0.0,0,True,detour
quality_change,106,no_count,quality_recovers,4.0,404.0,quality_improvement,True,2,1.0797370000545925,True,38.0,0.9006907548852595,0.0,0.4325396825396829,0.0,0,True,direct
quality_change,106,no_age,initial,0.0,400.0,blocked_or_initial,False,0,0.6560800002262113,True,38.0,0.9006907548852595,0.0,0.4325396825396829,0.0,0,True,direct
quality_change,106,no_age,quality_deteriorates,2.0,402.0,quality_improvement,True,1,1.6931909999584605,True,56.48528137423856,0.8995244393107299,0.0,0.6653291702535804,0.0,0,True,detour
quality_change,106,no_age,quality_recovers,4.0,404.0,quality_improvement,True,2,1.1542330003067036,True,38.0,0.9006907548852595,0.0,0.4325396825396829,0.0,0,True,direct
quality_change,107,geometric,initial,0.0,400.0,blocked_or_initial,False,0,0.37595499998133164,True,38.0,0.9028103232033918,0.0,0.0,0.0,0,True,direct
quality_change,107,geometric,quality_deteriorates,2.0,402.0,held_hysteresis,False,0,0.44874600007460685,True,38.0,0.2960268975408546,27.0,0.0,0.0,0,True,direct
quality_change,107,geometric,quality_recovers,4.0,404.0,held_hysteresis,False,0,0.3919569999197847,True,38.0,0.9028103232033918,0.0,0.0,0.0,0,True,direct
quality_change,107,linear,initial,0.0,400.0,blocked_or_initial,False,0,0.9597399998710898,True,38.0,0.9028103232033918,0.0,2.9246031746031758,0.0,0,True,direct
quality_change,107,linear,quality_deteriorates,2.0,402.0,quality_improvement,True,1,1.843985000050452,True,56.48528137423856,0.9010386321482824,0.0,4.424115874444547,0.0,0,True,detour
quality_change,107,linear,quality_recovers,4.0,404.0,quality_improvement,True,2,3.590719999920111,True,38.0,0.9028103232033918,0.0,2.9246031746031758,0.0,0,True,direct
quality_change,107,nonlinear,initial,0.0,400.0,blocked_or_initial,False,0,0.7930279998618062,True,38.0,0.9028103232033918,0.0,0.30555555555555536,0.0,0,True,direct
quality_change,107,nonlinear,quality_deteriorates,2.0,402.0,quality_improvement,True,1,1.5148749998843414,True,56.48528137423856,0.9009843484720285,0.0,0.4339255650988785,0.0,0,True,detour
quality_change,107,nonlinear,quality_recovers,4.0,404.0,quality_improvement,True,2,0.7516109999414766,True,38.0,0.9028103232033918,0.0,0.30555555555555536,0.0,0,True,direct
quality_change,107,full,initial,0.0,400.0,blocked_or_initial,False,0,0.7535089998782496,True,38.0,0.9028103232033918,0.0,0.42063492063492086,0.0,0,True,direct
quality_change,107,full,quality_deteriorates,2.0,402.0,quality_improvement,True,1,2.039051999872754,True,56.48528137423856,0.9007497779089718,0.0,0.6365885326062817,0.0,0,True,detour
quality_change,107,full,quality_recovers,4.0,404.0,quality_improvement,True,2,0.920712999686657,True,38.0,0.9028103232033918,0.0,0.42063492063492086,0.0,0,True,direct
quality_change,107,no_variance,initial,0.0,400.0,blocked_or_initial,False,0,9.588014999735606,True,38.0,0.9028103232033918,0.0,0.30555555555555536,0.0,0,True,direct
quality_change,107,no_variance,quality_deteriorates,2.0,402.0,quality_improvement,True,1,1.3836709999850427,True,56.48528137423856,0.9009843484720285,0.0,0.4339255650988785,0.0,0,True,detour
quality_change,107,no_variance,quality_recovers,4.0,404.0,quality_improvement,True,2,0.5978910003250348,True,38.0,0.9028103232033918,0.0,0.30555555555555536,0.0,0,True,direct
quality_change,107,no_count,initial,0.0,400.0,blocked_or_initial,False,0,0.685594999595196,True,38.0,0.9028103232033918,0.0,0.42063492063492086,0.0,0,True,direct
quality_change,107,no_count,quality_deteriorates,2.0,402.0,quality_improvement,True,1,1.8430739996802004,True,56.48528137423856,0.9007497779089718,0.0,0.6326202786380277,0.0,0,True,detour
quality_change,107,no_count,quality_recovers,4.0,404.0,quality_improvement,True,2,0.931172000036895,True,38.0,0.9028103232033918,0.0,0.42063492063492086,0.0,0,True,direct
quality_change,107,no_age,initial,0.0,400.0,blocked_or_initial,False,0,0.8171720000973437,True,38.0,0.9028103232033918,0.0,0.42063492063492086,0.0,0,True,direct
quality_change,107,no_age,quality_deteriorates,2.0,402.0,quality_improvement,True,1,11.757247999867104,True,56.48528137423856,0.9007497779089718,0.0,0.6365885326062817,0.0,0,True,detour
quality_change,107,no_age,quality_recovers,4.0,404.0,quality_improvement,True,2,0.6443170000238752,True,38.0,0.9028103232033918,0.0,0.42063492063492086,0.0,0,True,direct
quality_change,108,geometric,initial,0.0,400.0,blocked_or_initial,False,0,0.3239410002606746,True,38.0,0.898100097140714,0.0,0.0,0.0,0,True,direct
quality_change,108,geometric,quality_deteriorates,2.0,402.0,held_hysteresis,False,0,0.39426000012099394,True,38.0,0.2946300223437988,27.0,0.0,0.0,0,True,direct
quality_change,108,geometric,quality_recovers,4.0,404.0,held_hysteresis,False,0,0.38656300012007705,True,38.0,0.898100097140714,0.0,0.0,0.0,0,True,direct
quality_change,108,linear,initial,0.0,400.0,blocked_or_initial,False,0,1.0455399997226777,True,38.0,0.898100097140714,0.0,3.0694444444444455,0.0,0,True,direct
quality_change,108,linear,quality_deteriorates,2.0,402.0,quality_improvement,True,1,2.1087350000925653,True,56.48528137423857,0.901689619825126,0.0,4.3980402085244465,0.0,0,True,detour
quality_change,108,linear,quality_recovers,4.0,404.0,quality_improvement,True,2,1.2140979997639079,True,38.0,0.898100097140714,0.0,3.0694444444444455,0.0,0,True,direct
quality_change,108,nonlinear,initial,0.0,400.0,blocked_or_initial,False,0,0.5889950002710975,True,38.0,0.898100097140714,0.0,0.3015873015873014,0.0,0,True,direct
quality_change,108,nonlinear,quality_deteriorates,2.0,402.0,quality_improvement,True,1,1.3735480001741962,True,56.48528137423856,0.9000768401535798,0.0,0.447474031616232,0.0,0,True,detour
quality_change,108,nonlinear,quality_recovers,4.0,404.0,quality_improvement,True,2,0.6527030000142986,True,38.0,0.898100097140714,0.0,0.3015873015873014,0.0,0,True,direct
quality_change,108,full,initial,0.0,400.0,blocked_or_initial,False,0,0.699077999797737,True,38.0,0.898100097140714,0.0,0.44047619047619074,0.0,0,True,direct
quality_change,108,full,quality_deteriorates,2.0,402.0,quality_improvement,True,1,2.041117999851849,True,56.48528137423857,0.901354189853836,0.0,0.6317984263317319,0.0,0,True,detour
quality_change,108,full,quality_recovers,4.0,404.0,quality_improvement,True,2,0.8339300002262462,True,38.0,0.898100097140714,0.0,0.44047619047619074,0.0,0,True,direct
quality_change,108,no_variance,initial,0.0,400.0,blocked_or_initial,False,0,0.699276999966969,True,38.0,0.898100097140714,0.0,0.30555555555555536,0.0,0,True,direct
quality_change,108,no_variance,quality_deteriorates,2.0,402.0,quality_improvement,True,1,1.7786840003282123,True,56.48528137423856,0.8998324003940843,0.0,0.45144228558448607,0.0,0,True,detour
quality_change,108,no_variance,quality_recovers,4.0,404.0,quality_improvement,True,2,0.8706829999027832,True,38.0,0.898100097140714,0.0,0.30555555555555536,0.0,0,True,direct
quality_change,108,no_count,initial,0.0,400.0,blocked_or_initial,False,0,0.9297219999098161,True,38.0,0.898100097140714,0.0,0.44047619047619074,0.0,0,True,direct
quality_change,108,no_count,quality_deteriorates,2.0,402.0,quality_improvement,True,1,5.72221799984618,True,56.48528137423857,0.901354189853836,0.0,0.6317984263317319,0.0,0,True,detour
quality_change,108,no_count,quality_recovers,4.0,404.0,quality_improvement,True,2,1.0495480000827229,True,38.0,0.898100097140714,0.0,0.44047619047619074,0.0,0,True,direct
